"mouseMovements","keystrokes","scrollingPatterns","ipAddress"
"[{""x"":1460,""y"":42,""timestamp"":1726300740011},{""x"":1456,""y"":44,""timestamp"":1726300740116},{""x"":1432,""y"":59,""timestamp"":1726300740217},{""x"":1376,""y"":108,""timestamp"":1726300740320},{""x"":1247,""y"":217,""timestamp"":1726300740425},{""x"":1125,""y"":257,""timestamp"":1726300740530},{""x"":1072,""y"":269,""timestamp"":1726300740975},{""x"":770,""y"":334,""timestamp"":1726300741078},{""x"":692,""y"":369,""timestamp"":1726300742652},{""x"":601,""y"":303,""timestamp"":1726300742757},{""x"":566,""y"":294,""timestamp"":1726300742864},{""x"":548,""y"":292,""timestamp"":1726300742967},{""x"":536,""y"":288,""timestamp"":1726300743198},{""x"":512,""y"":291,""timestamp"":1726300743854},{""x"":220,""y"":359,""timestamp"":1726300745572},{""x"":222,""y"":359,""timestamp"":1726300745916},{""x"":284,""y"":361,""timestamp"":1726300746020},{""x"":320,""y"":358,""timestamp"":1726300746125},{""x"":960,""y"":103,""timestamp"":1726300748502},{""x"":924,""y"":126,""timestamp"":1726300748907},{""x"":474,""y"":539,""timestamp"":1726300749011},{""x"":467,""y"":529,""timestamp"":1726300749355},{""x"":500,""y"":424,""timestamp"":1726300749460},{""x"":500,""y"":430,""timestamp"":1726300750277},{""x"":519,""y"":423,""timestamp"":1726300750997},{""x"":1057,""y"":4,""timestamp"":1726300752688}]","[{""key"":""Alt"",""timestamp"":1726300741392},{""timestamp"":1726300745359}]","[]","49.47.10.157"
"[{""x"":1460,""y"":42,""timestamp"":1726300740011},{""x"":1456,""y"":44,""timestamp"":1726300740116},{""x"":1432,""y"":59,""timestamp"":1726300740217},{""x"":1376,""y"":108,""timestamp"":1726300740320},{""x"":1247,""y"":217,""timestamp"":1726300740425},{""x"":1125,""y"":257,""timestamp"":1726300740530},{""x"":1072,""y"":269,""timestamp"":1726300740975},{""x"":770,""y"":334,""timestamp"":1726300741078},{""x"":692,""y"":369,""timestamp"":1726300742652},{""x"":601,""y"":303,""timestamp"":1726300742757},{""x"":566,""y"":294,""timestamp"":1726300742864},{""x"":548,""y"":292,""timestamp"":1726300742967},{""x"":536,""y"":288,""timestamp"":1726300743198},{""x"":512,""y"":291,""timestamp"":1726300743854},{""x"":220,""y"":359,""timestamp"":1726300745572},{""x"":222,""y"":359,""timestamp"":1726300745916},{""x"":284,""y"":361,""timestamp"":1726300746020},{""x"":320,""y"":358,""timestamp"":1726300746125},{""x"":960,""y"":103,""timestamp"":1726300748502},{""x"":924,""y"":126,""timestamp"":1726300748907},{""x"":474,""y"":539,""timestamp"":1726300749011},{""x"":467,""y"":529,""timestamp"":1726300749355},{""x"":500,""y"":424,""timestamp"":1726300749460},{""x"":500,""y"":430,""timestamp"":1726300750277},{""x"":519,""y"":423,""timestamp"":1726300750997},{""x"":1057,""y"":4,""timestamp"":1726300752688},{""x"":920,""y"":49,""timestamp"":1726300752793}]","[{""key"":""Alt"",""timestamp"":1726300741392},{""timestamp"":1726300745359}]","[]","49.47.10.157"
"[{""x"":1460,""y"":42,""timestamp"":1726300740011},{""x"":1456,""y"":44,""timestamp"":1726300740116},{""x"":1432,""y"":59,""timestamp"":1726300740217},{""x"":1376,""y"":108,""timestamp"":1726300740320},{""x"":1247,""y"":217,""timestamp"":1726300740425},{""x"":1125,""y"":257,""timestamp"":1726300740530},{""x"":1072,""y"":269,""timestamp"":1726300740975},{""x"":770,""y"":334,""timestamp"":1726300741078},{""x"":692,""y"":369,""timestamp"":1726300742652},{""x"":601,""y"":303,""timestamp"":1726300742757},{""x"":566,""y"":294,""timestamp"":1726300742864},{""x"":548,""y"":292,""timestamp"":1726300742967},{""x"":536,""y"":288,""timestamp"":1726300743198},{""x"":512,""y"":291,""timestamp"":1726300743854},{""x"":220,""y"":359,""timestamp"":1726300745572},{""x"":222,""y"":359,""timestamp"":1726300745916},{""x"":284,""y"":361,""timestamp"":1726300746020},{""x"":320,""y"":358,""timestamp"":1726300746125},{""x"":960,""y"":103,""timestamp"":1726300748502},{""x"":924,""y"":126,""timestamp"":1726300748907},{""x"":474,""y"":539,""timestamp"":1726300749011},{""x"":467,""y"":529,""timestamp"":1726300749355},{""x"":500,""y"":424,""timestamp"":1726300749460},{""x"":500,""y"":430,""timestamp"":1726300750277},{""x"":519,""y"":423,""timestamp"":1726300750997},{""x"":1057,""y"":4,""timestamp"":1726300752688},{""x"":920,""y"":49,""timestamp"":1726300752793},{""x"":869,""y"":55,""timestamp"":1726300752899}]","[{""key"":""Alt"",""timestamp"":1726300741392},{""timestamp"":1726300745359}]","[]","49.47.10.157"
"[{""x"":1460,""y"":42,""timestamp"":1726300740011},{""x"":1456,""y"":44,""timestamp"":1726300740116},{""x"":1432,""y"":59,""timestamp"":1726300740217},{""x"":1376,""y"":108,""timestamp"":1726300740320},{""x"":1247,""y"":217,""timestamp"":1726300740425},{""x"":1125,""y"":257,""timestamp"":1726300740530},{""x"":1072,""y"":269,""timestamp"":1726300740975},{""x"":770,""y"":334,""timestamp"":1726300741078},{""x"":692,""y"":369,""timestamp"":1726300742652},{""x"":601,""y"":303,""timestamp"":1726300742757},{""x"":566,""y"":294,""timestamp"":1726300742864},{""x"":548,""y"":292,""timestamp"":1726300742967},{""x"":536,""y"":288,""timestamp"":1726300743198},{""x"":512,""y"":291,""timestamp"":1726300743854},{""x"":220,""y"":359,""timestamp"":1726300745572},{""x"":222,""y"":359,""timestamp"":1726300745916},{""x"":284,""y"":361,""timestamp"":1726300746020},{""x"":320,""y"":358,""timestamp"":1726300746125},{""x"":960,""y"":103,""timestamp"":1726300748502},{""x"":924,""y"":126,""timestamp"":1726300748907},{""x"":474,""y"":539,""timestamp"":1726300749011},{""x"":467,""y"":529,""timestamp"":1726300749355},{""x"":500,""y"":424,""timestamp"":1726300749460},{""x"":500,""y"":430,""timestamp"":1726300750277},{""x"":519,""y"":423,""timestamp"":1726300750997},{""x"":1057,""y"":4,""timestamp"":1726300752688},{""x"":920,""y"":49,""timestamp"":1726300752793},{""x"":869,""y"":55,""timestamp"":1726300752899},{""x"":859,""y"":49,""timestamp"":1726300753002}]","[{""key"":""Alt"",""timestamp"":1726300741392},{""timestamp"":1726300745359}]","[]","49.47.10.157"
"[{""x"":1460,""y"":42,""timestamp"":1726300740011},{""x"":1456,""y"":44,""timestamp"":1726300740116},{""x"":1432,""y"":59,""timestamp"":1726300740217},{""x"":1376,""y"":108,""timestamp"":1726300740320},{""x"":1247,""y"":217,""timestamp"":1726300740425},{""x"":1125,""y"":257,""timestamp"":1726300740530},{""x"":1072,""y"":269,""timestamp"":1726300740975},{""x"":770,""y"":334,""timestamp"":1726300741078},{""x"":692,""y"":369,""timestamp"":1726300742652},{""x"":601,""y"":303,""timestamp"":1726300742757},{""x"":566,""y"":294,""timestamp"":1726300742864},{""x"":548,""y"":292,""timestamp"":1726300742967},{""x"":536,""y"":288,""timestamp"":1726300743198},{""x"":512,""y"":291,""timestamp"":1726300743854},{""x"":220,""y"":359,""timestamp"":1726300745572},{""x"":222,""y"":359,""timestamp"":1726300745916},{""x"":284,""y"":361,""timestamp"":1726300746020},{""x"":320,""y"":358,""timestamp"":1726300746125},{""x"":960,""y"":103,""timestamp"":1726300748502},{""x"":924,""y"":126,""timestamp"":1726300748907},{""x"":474,""y"":539,""timestamp"":1726300749011},{""x"":467,""y"":529,""timestamp"":1726300749355},{""x"":500,""y"":424,""timestamp"":1726300749460},{""x"":500,""y"":430,""timestamp"":1726300750277},{""x"":519,""y"":423,""timestamp"":1726300750997},{""x"":1057,""y"":4,""timestamp"":1726300752688},{""x"":920,""y"":49,""timestamp"":1726300752793},{""x"":869,""y"":55,""timestamp"":1726300752899},{""x"":859,""y"":49,""timestamp"":1726300753002},{""x"":851,""y"":47,""timestamp"":1726300753107}]","[{""key"":""Alt"",""timestamp"":1726300741392},{""timestamp"":1726300745359}]","[]","49.47.10.157"
"[{""x"":1460,""y"":42,""timestamp"":1726300740011},{""x"":1456,""y"":44,""timestamp"":1726300740116},{""x"":1432,""y"":59,""timestamp"":1726300740217},{""x"":1376,""y"":108,""timestamp"":1726300740320},{""x"":1247,""y"":217,""timestamp"":1726300740425},{""x"":1125,""y"":257,""timestamp"":1726300740530},{""x"":1072,""y"":269,""timestamp"":1726300740975},{""x"":770,""y"":334,""timestamp"":1726300741078},{""x"":692,""y"":369,""timestamp"":1726300742652},{""x"":601,""y"":303,""timestamp"":1726300742757},{""x"":566,""y"":294,""timestamp"":1726300742864},{""x"":548,""y"":292,""timestamp"":1726300742967},{""x"":536,""y"":288,""timestamp"":1726300743198},{""x"":512,""y"":291,""timestamp"":1726300743854},{""x"":220,""y"":359,""timestamp"":1726300745572},{""x"":222,""y"":359,""timestamp"":1726300745916},{""x"":284,""y"":361,""timestamp"":1726300746020},{""x"":320,""y"":358,""timestamp"":1726300746125},{""x"":960,""y"":103,""timestamp"":1726300748502},{""x"":924,""y"":126,""timestamp"":1726300748907},{""x"":474,""y"":539,""timestamp"":1726300749011},{""x"":467,""y"":529,""timestamp"":1726300749355},{""x"":500,""y"":424,""timestamp"":1726300749460},{""x"":500,""y"":430,""timestamp"":1726300750277},{""x"":519,""y"":423,""timestamp"":1726300750997},{""x"":1057,""y"":4,""timestamp"":1726300752688},{""x"":920,""y"":49,""timestamp"":1726300752793},{""x"":869,""y"":55,""timestamp"":1726300752899},{""x"":859,""y"":49,""timestamp"":1726300753002},{""x"":851,""y"":47,""timestamp"":1726300753107},{""x"":845,""y"":48,""timestamp"":1726300753262}]","[{""key"":""Alt"",""timestamp"":1726300741392},{""timestamp"":1726300745359}]","[]","49.47.10.157"
"[{""x"":1460,""y"":42,""timestamp"":1726300740011},{""x"":1456,""y"":44,""timestamp"":1726300740116},{""x"":1432,""y"":59,""timestamp"":1726300740217},{""x"":1376,""y"":108,""timestamp"":1726300740320},{""x"":1247,""y"":217,""timestamp"":1726300740425},{""x"":1125,""y"":257,""timestamp"":1726300740530},{""x"":1072,""y"":269,""timestamp"":1726300740975},{""x"":770,""y"":334,""timestamp"":1726300741078},{""x"":692,""y"":369,""timestamp"":1726300742652},{""x"":601,""y"":303,""timestamp"":1726300742757},{""x"":566,""y"":294,""timestamp"":1726300742864},{""x"":548,""y"":292,""timestamp"":1726300742967},{""x"":536,""y"":288,""timestamp"":1726300743198},{""x"":512,""y"":291,""timestamp"":1726300743854},{""x"":220,""y"":359,""timestamp"":1726300745572},{""x"":222,""y"":359,""timestamp"":1726300745916},{""x"":284,""y"":361,""timestamp"":1726300746020},{""x"":320,""y"":358,""timestamp"":1726300746125},{""x"":960,""y"":103,""timestamp"":1726300748502},{""x"":924,""y"":126,""timestamp"":1726300748907},{""x"":474,""y"":539,""timestamp"":1726300749011},{""x"":467,""y"":529,""timestamp"":1726300749355},{""x"":500,""y"":424,""timestamp"":1726300749460},{""x"":500,""y"":430,""timestamp"":1726300750277},{""x"":519,""y"":423,""timestamp"":1726300750997},{""x"":1057,""y"":4,""timestamp"":1726300752688},{""x"":920,""y"":49,""timestamp"":1726300752793},{""x"":869,""y"":55,""timestamp"":1726300752899},{""x"":859,""y"":49,""timestamp"":1726300753002},{""x"":851,""y"":47,""timestamp"":1726300753107},{""x"":845,""y"":48,""timestamp"":1726300753262},{""x"":827,""y"":92,""timestamp"":1726300753366}]","[{""key"":""Alt"",""timestamp"":1726300741392},{""timestamp"":1726300745359}]","[]","49.47.10.157"
"[{""x"":1460,""y"":42,""timestamp"":1726300740011},{""x"":1456,""y"":44,""timestamp"":1726300740116},{""x"":1432,""y"":59,""timestamp"":1726300740217},{""x"":1376,""y"":108,""timestamp"":1726300740320},{""x"":1247,""y"":217,""timestamp"":1726300740425},{""x"":1125,""y"":257,""timestamp"":1726300740530},{""x"":1072,""y"":269,""timestamp"":1726300740975},{""x"":770,""y"":334,""timestamp"":1726300741078},{""x"":692,""y"":369,""timestamp"":1726300742652},{""x"":601,""y"":303,""timestamp"":1726300742757},{""x"":566,""y"":294,""timestamp"":1726300742864},{""x"":548,""y"":292,""timestamp"":1726300742967},{""x"":536,""y"":288,""timestamp"":1726300743198},{""x"":512,""y"":291,""timestamp"":1726300743854},{""x"":220,""y"":359,""timestamp"":1726300745572},{""x"":222,""y"":359,""timestamp"":1726300745916},{""x"":284,""y"":361,""timestamp"":1726300746020},{""x"":320,""y"":358,""timestamp"":1726300746125},{""x"":960,""y"":103,""timestamp"":1726300748502},{""x"":924,""y"":126,""timestamp"":1726300748907},{""x"":474,""y"":539,""timestamp"":1726300749011},{""x"":467,""y"":529,""timestamp"":1726300749355},{""x"":500,""y"":424,""timestamp"":1726300749460},{""x"":500,""y"":430,""timestamp"":1726300750277},{""x"":519,""y"":423,""timestamp"":1726300750997},{""x"":1057,""y"":4,""timestamp"":1726300752688},{""x"":920,""y"":49,""timestamp"":1726300752793},{""x"":869,""y"":55,""timestamp"":1726300752899},{""x"":859,""y"":49,""timestamp"":1726300753002},{""x"":851,""y"":47,""timestamp"":1726300753107},{""x"":845,""y"":48,""timestamp"":1726300753262},{""x"":827,""y"":92,""timestamp"":1726300753366},{""x"":818,""y"":109,""timestamp"":1726300753475}]","[{""key"":""Alt"",""timestamp"":1726300741392},{""timestamp"":1726300745359}]","[]","49.47.10.157"
"[{""x"":1460,""y"":42,""timestamp"":1726300740011},{""x"":1456,""y"":44,""timestamp"":1726300740116},{""x"":1432,""y"":59,""timestamp"":1726300740217},{""x"":1376,""y"":108,""timestamp"":1726300740320},{""x"":1247,""y"":217,""timestamp"":1726300740425},{""x"":1125,""y"":257,""timestamp"":1726300740530},{""x"":1072,""y"":269,""timestamp"":1726300740975},{""x"":770,""y"":334,""timestamp"":1726300741078},{""x"":692,""y"":369,""timestamp"":1726300742652},{""x"":601,""y"":303,""timestamp"":1726300742757},{""x"":566,""y"":294,""timestamp"":1726300742864},{""x"":548,""y"":292,""timestamp"":1726300742967},{""x"":536,""y"":288,""timestamp"":1726300743198},{""x"":512,""y"":291,""timestamp"":1726300743854},{""x"":220,""y"":359,""timestamp"":1726300745572},{""x"":222,""y"":359,""timestamp"":1726300745916},{""x"":284,""y"":361,""timestamp"":1726300746020},{""x"":320,""y"":358,""timestamp"":1726300746125},{""x"":960,""y"":103,""timestamp"":1726300748502},{""x"":924,""y"":126,""timestamp"":1726300748907},{""x"":474,""y"":539,""timestamp"":1726300749011},{""x"":467,""y"":529,""timestamp"":1726300749355},{""x"":500,""y"":424,""timestamp"":1726300749460},{""x"":500,""y"":430,""timestamp"":1726300750277},{""x"":519,""y"":423,""timestamp"":1726300750997},{""x"":1057,""y"":4,""timestamp"":1726300752688},{""x"":920,""y"":49,""timestamp"":1726300752793},{""x"":869,""y"":55,""timestamp"":1726300752899},{""x"":859,""y"":49,""timestamp"":1726300753002},{""x"":851,""y"":47,""timestamp"":1726300753107},{""x"":845,""y"":48,""timestamp"":1726300753262},{""x"":827,""y"":92,""timestamp"":1726300753366},{""x"":818,""y"":109,""timestamp"":1726300753475},{""x"":816,""y"":114,""timestamp"":1726300753667}]","[{""key"":""Alt"",""timestamp"":1726300741392},{""timestamp"":1726300745359}]","[]","49.47.10.157"
"[{""x"":1460,""y"":42,""timestamp"":1726300740011},{""x"":1456,""y"":44,""timestamp"":1726300740116},{""x"":1432,""y"":59,""timestamp"":1726300740217},{""x"":1376,""y"":108,""timestamp"":1726300740320},{""x"":1247,""y"":217,""timestamp"":1726300740425},{""x"":1125,""y"":257,""timestamp"":1726300740530},{""x"":1072,""y"":269,""timestamp"":1726300740975},{""x"":770,""y"":334,""timestamp"":1726300741078},{""x"":692,""y"":369,""timestamp"":1726300742652},{""x"":601,""y"":303,""timestamp"":1726300742757},{""x"":566,""y"":294,""timestamp"":1726300742864},{""x"":548,""y"":292,""timestamp"":1726300742967},{""x"":536,""y"":288,""timestamp"":1726300743198},{""x"":512,""y"":291,""timestamp"":1726300743854},{""x"":220,""y"":359,""timestamp"":1726300745572},{""x"":222,""y"":359,""timestamp"":1726300745916},{""x"":284,""y"":361,""timestamp"":1726300746020},{""x"":320,""y"":358,""timestamp"":1726300746125},{""x"":960,""y"":103,""timestamp"":1726300748502},{""x"":924,""y"":126,""timestamp"":1726300748907},{""x"":474,""y"":539,""timestamp"":1726300749011},{""x"":467,""y"":529,""timestamp"":1726300749355},{""x"":500,""y"":424,""timestamp"":1726300749460},{""x"":500,""y"":430,""timestamp"":1726300750277},{""x"":519,""y"":423,""timestamp"":1726300750997},{""x"":1057,""y"":4,""timestamp"":1726300752688},{""x"":920,""y"":49,""timestamp"":1726300752793},{""x"":869,""y"":55,""timestamp"":1726300752899},{""x"":859,""y"":49,""timestamp"":1726300753002},{""x"":851,""y"":47,""timestamp"":1726300753107},{""x"":845,""y"":48,""timestamp"":1726300753262},{""x"":827,""y"":92,""timestamp"":1726300753366},{""x"":818,""y"":109,""timestamp"":1726300753475},{""x"":816,""y"":114,""timestamp"":1726300753667},{""x"":815,""y"":113,""timestamp"":1726300753808}]","[{""key"":""Alt"",""timestamp"":1726300741392},{""timestamp"":1726300745359}]","[]","49.47.10.157"
"[{""x"":1460,""y"":42,""timestamp"":1726300740011},{""x"":1456,""y"":44,""timestamp"":1726300740116},{""x"":1432,""y"":59,""timestamp"":1726300740217},{""x"":1376,""y"":108,""timestamp"":1726300740320},{""x"":1247,""y"":217,""timestamp"":1726300740425},{""x"":1125,""y"":257,""timestamp"":1726300740530},{""x"":1072,""y"":269,""timestamp"":1726300740975},{""x"":770,""y"":334,""timestamp"":1726300741078},{""x"":692,""y"":369,""timestamp"":1726300742652},{""x"":601,""y"":303,""timestamp"":1726300742757},{""x"":566,""y"":294,""timestamp"":1726300742864},{""x"":548,""y"":292,""timestamp"":1726300742967},{""x"":536,""y"":288,""timestamp"":1726300743198},{""x"":512,""y"":291,""timestamp"":1726300743854},{""x"":220,""y"":359,""timestamp"":1726300745572},{""x"":222,""y"":359,""timestamp"":1726300745916},{""x"":284,""y"":361,""timestamp"":1726300746020},{""x"":320,""y"":358,""timestamp"":1726300746125},{""x"":960,""y"":103,""timestamp"":1726300748502},{""x"":924,""y"":126,""timestamp"":1726300748907},{""x"":474,""y"":539,""timestamp"":1726300749011},{""x"":467,""y"":529,""timestamp"":1726300749355},{""x"":500,""y"":424,""timestamp"":1726300749460},{""x"":500,""y"":430,""timestamp"":1726300750277},{""x"":519,""y"":423,""timestamp"":1726300750997},{""x"":1057,""y"":4,""timestamp"":1726300752688},{""x"":920,""y"":49,""timestamp"":1726300752793},{""x"":869,""y"":55,""timestamp"":1726300752899},{""x"":859,""y"":49,""timestamp"":1726300753002},{""x"":851,""y"":47,""timestamp"":1726300753107},{""x"":845,""y"":48,""timestamp"":1726300753262},{""x"":827,""y"":92,""timestamp"":1726300753366},{""x"":818,""y"":109,""timestamp"":1726300753475},{""x"":816,""y"":114,""timestamp"":1726300753667},{""x"":815,""y"":113,""timestamp"":1726300753808},{""x"":786,""y"":137,""timestamp"":1726300753911}]","[{""key"":""Alt"",""timestamp"":1726300741392},{""timestamp"":1726300745359}]","[]","49.47.10.157"
"[{""x"":1460,""y"":42,""timestamp"":1726300740011},{""x"":1456,""y"":44,""timestamp"":1726300740116},{""x"":1432,""y"":59,""timestamp"":1726300740217},{""x"":1376,""y"":108,""timestamp"":1726300740320},{""x"":1247,""y"":217,""timestamp"":1726300740425},{""x"":1125,""y"":257,""timestamp"":1726300740530},{""x"":1072,""y"":269,""timestamp"":1726300740975},{""x"":770,""y"":334,""timestamp"":1726300741078},{""x"":692,""y"":369,""timestamp"":1726300742652},{""x"":601,""y"":303,""timestamp"":1726300742757},{""x"":566,""y"":294,""timestamp"":1726300742864},{""x"":548,""y"":292,""timestamp"":1726300742967},{""x"":536,""y"":288,""timestamp"":1726300743198},{""x"":512,""y"":291,""timestamp"":1726300743854},{""x"":220,""y"":359,""timestamp"":1726300745572},{""x"":222,""y"":359,""timestamp"":1726300745916},{""x"":284,""y"":361,""timestamp"":1726300746020},{""x"":320,""y"":358,""timestamp"":1726300746125},{""x"":960,""y"":103,""timestamp"":1726300748502},{""x"":924,""y"":126,""timestamp"":1726300748907},{""x"":474,""y"":539,""timestamp"":1726300749011},{""x"":467,""y"":529,""timestamp"":1726300749355},{""x"":500,""y"":424,""timestamp"":1726300749460},{""x"":500,""y"":430,""timestamp"":1726300750277},{""x"":519,""y"":423,""timestamp"":1726300750997},{""x"":1057,""y"":4,""timestamp"":1726300752688},{""x"":920,""y"":49,""timestamp"":1726300752793},{""x"":869,""y"":55,""timestamp"":1726300752899},{""x"":859,""y"":49,""timestamp"":1726300753002},{""x"":851,""y"":47,""timestamp"":1726300753107},{""x"":845,""y"":48,""timestamp"":1726300753262},{""x"":827,""y"":92,""timestamp"":1726300753366},{""x"":818,""y"":109,""timestamp"":1726300753475},{""x"":816,""y"":114,""timestamp"":1726300753667},{""x"":815,""y"":113,""timestamp"":1726300753808},{""x"":786,""y"":137,""timestamp"":1726300753911},{""x"":764,""y"":138,""timestamp"":1726300754016}]","[{""key"":""Alt"",""timestamp"":1726300741392},{""timestamp"":1726300745359}]","[]","49.47.10.157"
